NOTE! Installing ujson may make loading annotations faster.
Using device: cuda:0
Using math SDPA backend for higher-order gradient compatibility.
Loading COCO dataset...
Loading annotations into memory...
Done (t=8.81s)
Creating index...
index created!
Loading annotations into memory...
Done (t=0.37s)
Creating index...
index created!
Train samples: 117266, Val samples: 4952
Epoch 3, Batch 1950/3665: Loss=3.4982
Epoch 3, Batch 2100/3665: Loss=3.8612
Epoch 3, Batch 2250/3665: Loss=3.2483
Epoch 3, Batch 2400/3665: Loss=3.3903
Epoch 3, Batch 2550/3665: Loss=3.5791
Epoch 3, Batch 2700/3665: Loss=3.8622
Epoch 3, Batch 2850/3665: Loss=3.4457
Epoch 3, Batch 3000/3665: Loss=4.0446
Epoch 3, Batch 3150/3665: Loss=3.5812
Epoch 3, Batch 3300/3665: Loss=4.0032
Epoch 3, Batch 3450/3665: Loss=3.4669
Epoch 3, Batch 3600/3665: Loss=3.6453
Epoch 3 | Train Loss: 3.5809 | Test Accuracy: 19.29%
Epoch 4, Batch 0/3665: Loss=3.2116
Epoch 4, Batch 150/3665: Loss=3.9260
Epoch 4, Batch 300/3665: Loss=3.6344
Epoch 4, Batch 450/3665: Loss=3.2898
Epoch 4, Batch 600/3665: Loss=3.3476
Epoch 4, Batch 750/3665: Loss=3.4551
Epoch 4, Batch 900/3665: Loss=3.5299
Epoch 4, Batch 1050/3665: Loss=3.5149
Epoch 4, Batch 1200/3665: Loss=3.9070
Epoch 4, Batch 1350/3665: Loss=3.4824
Epoch 4, Batch 1500/3665: Loss=3.4775
Epoch 4, Batch 1650/3665: Loss=3.4581
Epoch 4, Batch 1800/3665: Loss=3.4984
Epoch 4, Batch 1950/3665: Loss=3.5456
Epoch 4, Batch 2100/3665: Loss=3.8088
Epoch 4, Batch 2250/3665: Loss=3.5960
Epoch 4, Batch 2400/3665: Loss=3.7990
Epoch 4, Batch 2550/3665: Loss=3.2329
Epoch 4, Batch 2700/3665: Loss=3.7082
Epoch 4, Batch 2850/3665: Loss=3.6441
Epoch 4, Batch 3000/3665: Loss=3.8258
Epoch 4, Batch 3150/3665: Loss=3.2323
Epoch 4, Batch 3300/3665: Loss=3.6499
Epoch 4, Batch 3450/3665: Loss=3.3542
Epoch 4, Batch 3600/3665: Loss=3.4094
Epoch 4 | Train Loss: 3.5914 | Test Accuracy: 19.20%
Epoch 5, Batch 0/3665: Loss=3.7305
Epoch 5, Batch 150/3665: Loss=3.3863
Epoch 5, Batch 300/3665: Loss=3.7736
Epoch 5, Batch 450/3665: Loss=3.7676
Epoch 5, Batch 600/3665: Loss=3.7414
Epoch 5, Batch 750/3665: Loss=3.4162
Epoch 5, Batch 900/3665: Loss=4.0291
Epoch 5, Batch 1050/3665: Loss=3.5954
Epoch 5, Batch 1200/3665: Loss=3.4325
Epoch 5, Batch 1350/3665: Loss=3.6884
Epoch 5, Batch 1500/3665: Loss=3.5626
Epoch 5, Batch 1650/3665: Loss=3.4126
Epoch 5, Batch 1800/3665: Loss=3.9735
Epoch 5, Batch 1950/3665: Loss=3.7205
Epoch 5, Batch 2100/3665: Loss=3.3989
Epoch 5, Batch 2250/3665: Loss=3.1945
Epoch 5, Batch 2400/3665: Loss=3.5544
Epoch 5, Batch 2550/3665: Loss=3.3809
Epoch 5, Batch 2700/3665: Loss=3.7172
Epoch 5, Batch 2850/3665: Loss=3.6271
Epoch 5, Batch 3000/3665: Loss=3.5512
Epoch 5, Batch 3150/3665: Loss=3.5489
Epoch 5, Batch 3300/3665: Loss=3.4455
Epoch 5, Batch 3450/3665: Loss=3.6677
Epoch 5, Batch 3600/3665: Loss=3.8768
Epoch 5 | Train Loss: 3.5874 | Test Accuracy: 19.22%
Epoch 6, Batch 0/3665: Loss=3.5245
Epoch 6, Batch 150/3665: Loss=3.8297
Epoch 6, Batch 300/3665: Loss=3.6880
Epoch 6, Batch 450/3665: Loss=3.5564
Epoch 6, Batch 600/3665: Loss=3.6643
Epoch 6, Batch 750/3665: Loss=3.6183
Epoch 6, Batch 900/3665: Loss=3.6424
Epoch 6, Batch 1050/3665: Loss=3.4702
Epoch 6, Batch 1200/3665: Loss=3.8345
Epoch 6, Batch 1350/3665: Loss=3.4196
Epoch 6, Batch 1500/3665: Loss=3.6769
Epoch 6, Batch 1650/3665: Loss=3.8749
Epoch 6, Batch 1800/3665: Loss=3.4176
Epoch 6, Batch 1950/3665: Loss=3.6511
Epoch 6, Batch 2100/3665: Loss=3.8689
Epoch 6, Batch 2250/3665: Loss=3.3804
Epoch 6, Batch 2400/3665: Loss=3.7572
Epoch 6, Batch 2550/3665: Loss=4.0929
Epoch 6, Batch 2700/3665: Loss=4.5863
Epoch 6, Batch 2850/3665: Loss=3.6051
Epoch 6, Batch 3000/3665: Loss=3.2158
Epoch 6, Batch 3150/3665: Loss=4.1241
Epoch 6, Batch 3300/3665: Loss=3.7100
Epoch 6, Batch 3450/3665: Loss=3.7807
Epoch 6, Batch 3600/3665: Loss=3.4294
Epoch 6 | Train Loss: 3.5925 | Test Accuracy: 19.26%
Epoch 7, Batch 0/3665: Loss=3.2977
Epoch 7, Batch 150/3665: Loss=3.5590
Epoch 7, Batch 300/3665: Loss=3.5737
Epoch 7, Batch 450/3665: Loss=3.4888
Epoch 7, Batch 600/3665: Loss=3.8335
Epoch 7, Batch 750/3665: Loss=3.3134
Epoch 7, Batch 900/3665: Loss=3.2816
Epoch 7, Batch 1050/3665: Loss=3.3964
Epoch 7, Batch 1200/3665: Loss=3.5527
Epoch 7, Batch 1350/3665: Loss=3.7890
Epoch 7, Batch 1500/3665: Loss=4.0968
Epoch 7, Batch 1650/3665: Loss=3.6824
Epoch 7, Batch 1800/3665: Loss=3.4836
Epoch 7, Batch 1950/3665: Loss=3.4765
Epoch 7, Batch 2100/3665: Loss=3.5263
Epoch 7, Batch 2250/3665: Loss=3.6379
Epoch 7, Batch 2400/3665: Loss=3.2976
Epoch 7, Batch 2550/3665: Loss=3.5208
Epoch 7, Batch 2700/3665: Loss=3.5976
Epoch 7, Batch 2850/3665: Loss=3.6640
Epoch 7, Batch 3000/3665: Loss=3.5075
Epoch 7, Batch 3150/3665: Loss=3.7538
Epoch 7, Batch 3300/3665: Loss=3.7615
Epoch 7, Batch 3450/3665: Loss=4.0362
Epoch 7, Batch 3600/3665: Loss=3.2257
Epoch 7 | Train Loss: 3.6064 | Test Accuracy: 19.24%
Epoch 8, Batch 0/3665: Loss=3.4194
Epoch 8, Batch 150/3665: Loss=3.5972
Epoch 8, Batch 300/3665: Loss=3.5276
Epoch 8, Batch 450/3665: Loss=3.3291
Epoch 8, Batch 600/3665: Loss=3.1838
Epoch 8, Batch 750/3665: Loss=4.0153
Epoch 8, Batch 900/3665: Loss=3.6189
Epoch 8, Batch 1050/3665: Loss=3.9545
Epoch 8, Batch 1200/3665: Loss=3.4425
Epoch 8, Batch 1350/3665: Loss=3.7446
Epoch 8, Batch 1500/3665: Loss=3.6972
Epoch 8, Batch 1650/3665: Loss=3.5978
Epoch 8, Batch 1800/3665: Loss=3.5477
Epoch 8, Batch 1950/3665: Loss=3.5266
Epoch 8, Batch 2100/3665: Loss=3.5247
Epoch 8, Batch 2250/3665: Loss=3.5213
Epoch 8, Batch 2400/3665: Loss=4.0482
Epoch 8, Batch 2550/3665: Loss=3.6926
Epoch 8, Batch 2700/3665: Loss=3.8523
Epoch 8, Batch 2850/3665: Loss=3.4077
Epoch 8, Batch 3000/3665: Loss=3.3724
Epoch 8, Batch 3150/3665: Loss=3.5505
Epoch 8, Batch 3300/3665: Loss=3.4569
Epoch 8, Batch 3450/3665: Loss=3.6069
Epoch 8, Batch 3600/3665: Loss=3.2963
Epoch 8 | Train Loss: 3.6071 | Test Accuracy: 19.29%
Epoch 9, Batch 0/3665: Loss=3.6149
Epoch 9, Batch 150/3665: Loss=3.3792
Epoch 9, Batch 300/3665: Loss=3.8518
Epoch 9, Batch 450/3665: Loss=3.4433
Epoch 9, Batch 600/3665: Loss=3.8726
Epoch 9, Batch 750/3665: Loss=3.5382
Epoch 9, Batch 900/3665: Loss=3.5447
Epoch 9, Batch 1050/3665: Loss=3.3242
Epoch 9, Batch 1200/3665: Loss=3.7242
Epoch 9, Batch 1350/3665: Loss=3.4057
Epoch 9, Batch 1500/3665: Loss=3.7282
Epoch 9, Batch 1650/3665: Loss=3.6582
Epoch 9, Batch 1800/3665: Loss=3.4183
Epoch 9, Batch 1950/3665: Loss=3.7170
Epoch 9, Batch 2100/3665: Loss=3.3034
Epoch 9, Batch 2250/3665: Loss=3.6443
Epoch 9, Batch 2400/3665: Loss=3.5376
Epoch 9, Batch 2550/3665: Loss=3.6302
Epoch 9, Batch 2700/3665: Loss=3.2033
Epoch 9, Batch 2850/3665: Loss=3.6709
Epoch 9, Batch 3000/3665: Loss=3.6448
Epoch 9, Batch 3150/3665: Loss=3.3604
Epoch 9, Batch 3300/3665: Loss=3.6510
Epoch 9, Batch 3450/3665: Loss=3.4576
Epoch 9, Batch 3600/3665: Loss=3.5607
Epoch 9 | Train Loss: 3.6093 | Test Accuracy: 19.22%
Final Test Accuracy: 19.22%

--- QI ViT-B/16 without Jet Loss ---
Epoch 0, Batch 0/3665: Loss=4.3483
Epoch 0, Batch 50/3665: Loss=4.5740
Epoch 0, Batch 100/3665: Loss=3.8463
Epoch 0, Batch 150/3665: Loss=3.6773
Epoch 0, Batch 200/3665: Loss=4.0996
Epoch 0, Batch 250/3665: Loss=3.4520
Epoch 0, Batch 300/3665: Loss=4.1014
Epoch 0, Batch 350/3665: Loss=3.7985
Epoch 0, Batch 400/3665: Loss=3.8761
Epoch 0, Batch 450/3665: Loss=3.3424
Epoch 0, Batch 500/3665: Loss=3.5096
Epoch 0, Batch 550/3665: Loss=3.6945
Epoch 0, Batch 600/3665: Loss=3.5770
Epoch 0, Batch 650/3665: Loss=3.3529
Epoch 0, Batch 700/3665: Loss=3.6689
Epoch 0, Batch 750/3665: Loss=3.2217
Epoch 0, Batch 800/3665: Loss=3.7540
Epoch 0, Batch 850/3665: Loss=4.1283
Epoch 0, Batch 900/3665: Loss=3.3378
Epoch 0, Batch 950/3665: Loss=4.0029
Epoch 0, Batch 1000/3665: Loss=3.2612
Epoch 0, Batch 1050/3665: Loss=3.6827
Epoch 0, Batch 1100/3665: Loss=3.7578
Epoch 0, Batch 1150/3665: Loss=3.8624
Epoch 0, Batch 1200/3665: Loss=3.5997
Epoch 0, Batch 1250/3665: Loss=3.3358
Epoch 0, Batch 1300/3665: Loss=3.3869
Epoch 0, Batch 1350/3665: Loss=4.0225
Epoch 0, Batch 1400/3665: Loss=3.7707
Epoch 0, Batch 1450/3665: Loss=3.4230
Epoch 0, Batch 1500/3665: Loss=3.5955
Epoch 0, Batch 1550/3665: Loss=3.8060
Epoch 0, Batch 1600/3665: Loss=3.7170
Epoch 0, Batch 1650/3665: Loss=3.3037
Epoch 0, Batch 1700/3665: Loss=3.8342
Epoch 0, Batch 1750/3665: Loss=3.6233
Epoch 0, Batch 1800/3665: Loss=3.4181
Epoch 0, Batch 1850/3665: Loss=3.7108
Epoch 0, Batch 1900/3665: Loss=3.9713
Epoch 0, Batch 1950/3665: Loss=3.4452
Epoch 0, Batch 2000/3665: Loss=3.6633
Epoch 0, Batch 2050/3665: Loss=3.5984
Epoch 0, Batch 2100/3665: Loss=3.5520
Epoch 0, Batch 2150/3665: Loss=3.4993
Epoch 0, Batch 2200/3665: Loss=3.3199
Epoch 0, Batch 2250/3665: Loss=3.3157
Epoch 0, Batch 2300/3665: Loss=3.8043
Epoch 0, Batch 2350/3665: Loss=3.9798
Epoch 0, Batch 2400/3665: Loss=4.0274
Epoch 0, Batch 2450/3665: Loss=3.6602
Epoch 0, Batch 2500/3665: Loss=3.7428
Epoch 0, Batch 2550/3665: Loss=5.4340
Epoch 0, Batch 2600/3665: Loss=3.8439
Epoch 0, Batch 2650/3665: Loss=3.2925
Epoch 0, Batch 2700/3665: Loss=3.7583
Epoch 0, Batch 2750/3665: Loss=3.6696
Epoch 0, Batch 2800/3665: Loss=3.8742
Epoch 0, Batch 2850/3665: Loss=3.9123
Epoch 0, Batch 2900/3665: Loss=3.7026
Epoch 0, Batch 2950/3665: Loss=3.7777
Epoch 0, Batch 3000/3665: Loss=3.5645
Epoch 0, Batch 3050/3665: Loss=3.0606
Epoch 0, Batch 3100/3665: Loss=3.5325
Epoch 0, Batch 3150/3665: Loss=4.1187
Epoch 0, Batch 3200/3665: Loss=3.5531
Epoch 0, Batch 3250/3665: Loss=3.4699
Epoch 0, Batch 3300/3665: Loss=3.8638
Epoch 0, Batch 3350/3665: Loss=4.0254
Epoch 0, Batch 3400/3665: Loss=3.6827
Epoch 0, Batch 3450/3665: Loss=3.7475
Epoch 0, Batch 3500/3665: Loss=3.2752
Epoch 0, Batch 3550/3665: Loss=3.9590
Epoch 0, Batch 3600/3665: Loss=3.5135
Epoch 0, Batch 3650/3665: Loss=3.6214
Epoch 0 | Train Loss: 3.6977 | Test Accuracy: 19.22%
Epoch 1, Batch 0/3665: Loss=3.5279
Epoch 1, Batch 50/3665: Loss=3.4691
Epoch 1, Batch 100/3665: Loss=3.4610
Epoch 1, Batch 150/3665: Loss=3.4933
Epoch 1, Batch 200/3665: Loss=3.5491
Epoch 1, Batch 250/3665: Loss=3.5180
Epoch 1, Batch 300/3665: Loss=3.7160
Epoch 1, Batch 350/3665: Loss=3.6698
Epoch 1, Batch 400/3665: Loss=3.6533
Epoch 1, Batch 450/3665: Loss=3.5954
Epoch 1, Batch 500/3665: Loss=3.8111
Epoch 1, Batch 550/3665: Loss=3.0895
Epoch 1, Batch 600/3665: Loss=3.4123
Epoch 1, Batch 650/3665: Loss=3.6799
Epoch 1, Batch 700/3665: Loss=3.4399
Epoch 1, Batch 750/3665: Loss=3.5318
Epoch 1, Batch 800/3665: Loss=3.4839
Epoch 1, Batch 850/3665: Loss=3.7499
Epoch 1, Batch 900/3665: Loss=3.4325
Epoch 1, Batch 950/3665: Loss=3.6374
Epoch 1, Batch 1000/3665: Loss=3.6713
Epoch 1, Batch 1050/3665: Loss=3.6877
Epoch 1, Batch 1100/3665: Loss=3.7582
Epoch 1, Batch 1150/3665: Loss=3.4987
Epoch 1, Batch 1200/3665: Loss=3.9267
Epoch 1, Batch 1250/3665: Loss=3.8717
Epoch 1, Batch 1300/3665: Loss=3.6684
Epoch 1, Batch 1350/3665: Loss=3.7885
Epoch 1, Batch 1400/3665: Loss=3.9721
Epoch 1, Batch 1450/3665: Loss=3.4745
Epoch 1, Batch 1500/3665: Loss=3.6360
Epoch 1, Batch 1550/3665: Loss=3.3805
Epoch 1, Batch 1600/3665: Loss=3.8378
Epoch 1, Batch 1650/3665: Loss=3.6025
Epoch 1, Batch 1700/3665: Loss=3.7187
Epoch 1, Batch 1750/3665: Loss=4.0326
Epoch 1, Batch 1800/3665: Loss=3.4278
Epoch 1, Batch 1850/3665: Loss=3.7634
Epoch 1, Batch 1900/3665: Loss=3.8441
Epoch 1, Batch 1950/3665: Loss=4.3298
Epoch 1, Batch 2000/3665: Loss=3.3976
Epoch 1, Batch 2050/3665: Loss=3.5677
Epoch 1, Batch 2100/3665: Loss=3.4161
Epoch 1, Batch 2150/3665: Loss=3.3045
Epoch 1, Batch 2200/3665: Loss=3.7248
Epoch 1, Batch 2250/3665: Loss=3.3730
Epoch 1, Batch 2300/3665: Loss=3.4083
Epoch 1, Batch 2350/3665: Loss=3.9055
Epoch 1, Batch 2400/3665: Loss=3.5823
Epoch 1, Batch 2450/3665: Loss=3.7723
Epoch 1, Batch 2500/3665: Loss=3.8837
Epoch 1, Batch 2550/3665: Loss=3.6704
Epoch 1, Batch 2600/3665: Loss=3.8777
Epoch 1, Batch 2650/3665: Loss=3.8208
Epoch 1, Batch 2700/3665: Loss=3.6335
Epoch 1, Batch 2750/3665: Loss=3.6070
Epoch 1, Batch 2800/3665: Loss=3.9055
Epoch 1, Batch 2850/3665: Loss=3.8116
Epoch 1, Batch 2900/3665: Loss=3.4605
Epoch 1, Batch 2950/3665: Loss=3.8651
Epoch 1, Batch 3000/3665: Loss=3.4140
Epoch 1, Batch 3050/3665: Loss=3.9334
Epoch 1, Batch 3100/3665: Loss=3.6695
Epoch 1, Batch 3150/3665: Loss=3.5689
Epoch 1, Batch 3200/3665: Loss=3.6005
Epoch 1, Batch 3250/3665: Loss=3.7732
Epoch 1, Batch 3300/3665: Loss=3.8281
Epoch 1, Batch 3350/3665: Loss=3.4156
Epoch 1, Batch 3400/3665: Loss=3.6822
Epoch 1, Batch 3450/3665: Loss=4.0734
Epoch 1, Batch 3500/3665: Loss=3.9826
Epoch 1, Batch 3550/3665: Loss=3.6555
Epoch 1, Batch 3600/3665: Loss=3.2516
Epoch 1, Batch 3650/3665: Loss=3.8465
Epoch 1 | Train Loss: 3.6620 | Test Accuracy: 19.22%
Epoch 2, Batch 0/3665: Loss=4.0315
Epoch 2, Batch 50/3665: Loss=3.4983
Epoch 2, Batch 100/3665: Loss=3.5879
Epoch 2, Batch 150/3665: Loss=3.6611
Epoch 2, Batch 200/3665: Loss=3.7870
Epoch 2, Batch 250/3665: Loss=3.8372
Epoch 2, Batch 300/3665: Loss=3.5670
Epoch 2, Batch 350/3665: Loss=3.8037
Epoch 2, Batch 400/3665: Loss=3.7368
Epoch 2, Batch 450/3665: Loss=3.7286
Epoch 2, Batch 500/3665: Loss=3.8880
Epoch 2, Batch 550/3665: Loss=3.5364
Epoch 2, Batch 600/3665: Loss=3.5347
Epoch 2, Batch 650/3665: Loss=3.6266
Epoch 2, Batch 700/3665: Loss=3.9141
Epoch 2, Batch 750/3665: Loss=3.6666
Epoch 2, Batch 800/3665: Loss=3.7240
Epoch 2, Batch 850/3665: Loss=3.5825
Epoch 2, Batch 900/3665: Loss=3.4409
Epoch 2, Batch 950/3665: Loss=3.5079
Epoch 2, Batch 1000/3665: Loss=3.6736
Epoch 2, Batch 1050/3665: Loss=3.7323
Epoch 2, Batch 1100/3665: Loss=3.4661
Epoch 2, Batch 1150/3665: Loss=3.4788
Epoch 2, Batch 1200/3665: Loss=3.4794
Epoch 2, Batch 1250/3665: Loss=3.6615
Epoch 2, Batch 1300/3665: Loss=3.5372
Epoch 2, Batch 1350/3665: Loss=4.0036
Epoch 2, Batch 1400/3665: Loss=4.0186
Epoch 2, Batch 1450/3665: Loss=3.2253
Epoch 2, Batch 1500/3665: Loss=3.3314
Epoch 2, Batch 1550/3665: Loss=3.5858
Epoch 2, Batch 1600/3665: Loss=3.6149
Epoch 2, Batch 1650/3665: Loss=3.1317
Epoch 2, Batch 1700/3665: Loss=3.3601
Epoch 2, Batch 1750/3665: Loss=3.9639
Epoch 2, Batch 1800/3665: Loss=3.2320
Epoch 2, Batch 1850/3665: Loss=3.8295
Epoch 2, Batch 1900/3665: Loss=3.7554
Epoch 2, Batch 1950/3665: Loss=3.3991
Epoch 2, Batch 2000/3665: Loss=3.5646
Epoch 2, Batch 2050/3665: Loss=3.8375
Epoch 2, Batch 2100/3665: Loss=3.6476
Epoch 2, Batch 2150/3665: Loss=3.8237
Epoch 2, Batch 2200/3665: Loss=3.5279
Epoch 2, Batch 2250/3665: Loss=4.1709
Epoch 2, Batch 2300/3665: Loss=3.3772
Epoch 2, Batch 2350/3665: Loss=3.9850
Epoch 2, Batch 2400/3665: Loss=4.0484
Epoch 2, Batch 2450/3665: Loss=4.2000
Epoch 2, Batch 2500/3665: Loss=3.5894
Epoch 2, Batch 2550/3665: Loss=3.7757
Epoch 2, Batch 2600/3665: Loss=3.6691
Epoch 2, Batch 2650/3665: Loss=3.6225
Epoch 2, Batch 2700/3665: Loss=3.8406
Epoch 2, Batch 2750/3665: Loss=3.6912
Epoch 2, Batch 2800/3665: Loss=3.8601
Epoch 2, Batch 2850/3665: Loss=3.4200
Epoch 2, Batch 2900/3665: Loss=3.7063
Epoch 2, Batch 2950/3665: Loss=3.8027
Epoch 2, Batch 3000/3665: Loss=3.5490
Epoch 2, Batch 3050/3665: Loss=3.6952
Epoch 2, Batch 3100/3665: Loss=3.7798
Epoch 2, Batch 3150/3665: Loss=3.5794
Epoch 2, Batch 3200/3665: Loss=3.8156
Epoch 2, Batch 3250/3665: Loss=3.9451
Epoch 2, Batch 3300/3665: Loss=3.7534
Epoch 2, Batch 3350/3665: Loss=3.8685
Epoch 2, Batch 3400/3665: Loss=3.7179
Epoch 2, Batch 3450/3665: Loss=4.0037
Epoch 2, Batch 3500/3665: Loss=3.4648
Epoch 2, Batch 3550/3665: Loss=3.7596
Epoch 2, Batch 3600/3665: Loss=3.6509
Epoch 2, Batch 3650/3665: Loss=3.6092
Epoch 2 | Train Loss: 3.6499 | Test Accuracy: 19.22%
Epoch 3, Batch 0/3665: Loss=3.5403
Epoch 3, Batch 50/3665: Loss=3.1677
Epoch 3, Batch 100/3665: Loss=3.5823
Epoch 3, Batch 150/3665: Loss=3.7832
Epoch 3, Batch 200/3665: Loss=3.1876
Epoch 3, Batch 250/3665: Loss=3.8209
Epoch 3, Batch 300/3665: Loss=3.7091
Epoch 3, Batch 350/3665: Loss=3.5484
Epoch 3, Batch 400/3665: Loss=3.6610
Epoch 3, Batch 450/3665: Loss=3.6560
Epoch 3, Batch 500/3665: Loss=3.9096
Epoch 3, Batch 550/3665: Loss=3.7963
Epoch 3, Batch 600/3665: Loss=3.5518
Epoch 3, Batch 650/3665: Loss=3.2212
Epoch 3, Batch 700/3665: Loss=3.8370
Epoch 3, Batch 750/3665: Loss=4.0411
Epoch 3, Batch 800/3665: Loss=3.8490
Epoch 3, Batch 850/3665: Loss=3.5138
Epoch 3, Batch 900/3665: Loss=3.9186
Epoch 3, Batch 950/3665: Loss=3.8201
Epoch 3, Batch 1000/3665: Loss=3.5626
Epoch 3, Batch 1050/3665: Loss=3.8748
Epoch 3, Batch 1100/3665: Loss=3.1879
Epoch 3, Batch 1150/3665: Loss=3.6685
Epoch 3, Batch 1200/3665: Loss=3.4371
Epoch 3, Batch 1250/3665: Loss=3.6821
Epoch 3, Batch 1300/3665: Loss=3.8062
Epoch 3, Batch 1350/3665: Loss=3.7806
Epoch 3, Batch 1400/3665: Loss=3.8533
Epoch 3, Batch 1450/3665: Loss=3.8365
Epoch 3, Batch 1500/3665: Loss=3.1350
Epoch 3, Batch 1550/3665: Loss=3.9992
Epoch 3, Batch 1600/3665: Loss=3.7431
Epoch 3, Batch 1650/3665: Loss=3.8185
Epoch 3, Batch 1700/3665: Loss=3.0643
Epoch 3, Batch 1750/3665: Loss=3.7133
Epoch 3, Batch 1800/3665: Loss=3.5378
Epoch 3, Batch 1850/3665: Loss=3.5812
Epoch 3, Batch 1900/3665: Loss=3.1871
Epoch 3, Batch 1950/3665: Loss=3.3255
